mol_id,total_atoms,stable_ratio,exp_id,dummy_atoms,samples,silvr,comment,crude_rmsd,is_fragmented,qed,sa,smiles
mol_2023_03_01_0041070_000,48,0.8541666666666666,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.7424759796891225,False,0.3570021453971502,8.534806273766877,[H]NC([H])(OC([H])([H])[H])C1([H])NC([H])=C([H])C([H])(C2([H])C([H])(C([H])([H])[H])C([H])(NC(=O)N([H])c3c([H])c([H])c([H])c([H])c3[H])N3C([H])([H])NC(=O)[C@@]32[H])N1[H]
mol_2023_03_01_0158543_000,48,0.7916666666666666,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.655387667941169,True,0.3982294250113736,,[H]C1([H])Oc2nc3c(c(C([H])([H])[H])c2C1=O)OC([H])([H])C([H])([H])C3=O.[H]C1=NC(C(=O)NC([H])(Br)C([H])([H])N(C([H])([H])[H])C([H])([H])[H])=C([H])N([H])N1
mol_2023_03_01_0105543_000,48,0.8125,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",6.4163138315923645,False,0.4581082069992765,8.397589622785596,[H]N/C([H])=C(/[N+](=O)[O-])C([H])([H])C([H])(C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C(=O)C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])SC([H])([H])N2OC(C([H])([H])[H])=C([H])C(F)=C21
mol_2023_03_01_0137461_000,48,0.75,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.816926013217107,True,0.20724379044105218,,[H]C1([H])OC1([H])[H].[H]C1=NC2=N[C@]2([H])N([C@]2([H])O[C@@]2([H])C([H])([H])[S-])C([H])=C1[H].[H]N(C([H])([H])C([H])([H])[H])C([H])(N=C=O)[N@@+]12O[C@]1([H])C2([H])[H]
mol_2023_03_01_0101201_000,48,0.8125,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",6.476643460679057,True,0.3874964830351543,,[H]C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H].[H]C([H])([H])C([H])([H])[H].[H]C1=C([H])/C(=N/OC([H])([H])[H])C([H])([H])C([H])=C([H])C1=S
mol_2023_03_01_0102040_000,48,0.7291666666666666,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.607853929272439,False,0.2753929205989378,6.8619143793397495,[H]C1=C([H])C([H])([H])C(c2c(C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C([H])([H])N([H])C([H])([H])c3c([H])c(Cl)c([H])c(N([H])[H])c3[H])c2=O)=C1[H]
mol_2023_03_01_0033411_000,48,0.7083333333333334,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",6.099435493361976,False,0.6715975116195411,6.875646640863484,[H]/C(=C(/N([H])[H])N1C([H])([H])OC(=O)C([H])(c2c(C([H])([H])[H])nc([H])c(Cl)c2[H])S1(=O)=O)C([H])([H])c1c([H])c([H])c([H])c(OC([H])([H])C([H])([H])[H])c1[H]
mol_2023_03_01_0149281_000,48,0.75,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.652689319923903,True,0.21239429508982371,,[H]N1C([H])([H])C1([H])[H].[H]O[C@@]([H])(N(NNC([H])(OC([H])([H])C([H])([H])[H])C([H])([H])C1([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])N1OC1=O)C([H])([H])[H])C([H])([H])[H]
mol_2023_03_01_0111293_000,48,0.8333333333333334,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",6.21010029185324,False,0.10323716432038986,8.421671840833673,[H]C([H])=C([H])/C([H])=C(\[H])C(=N)N([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])C(=O)C1([H])C(=O)C([H])([H])[C@@]2([H])N(C1([H])N([H])C([H])([H])[H])C2([H])[H]
mol_2023_03_01_0229190_000,48,0.8541666666666666,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.830419513959696,True,0.43404939412684723,,[H]O/C(=C(/OC([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])N([H])C#N.[H]c1nc([H])c([H])c([H])c1[H]
mol_2023_03_01_0014183_000,48,0.75,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",6.593606188927929,True,0.409648081659414,,[H]C([H])([H])C([H])([H])C1([H])OC1([H])[H].[H]C1=C([H])C([H])([H])C([H])=C1[H].[H]NC(=C=C1C([H])([H])N(OC([H])([H])[H])C2([H])OC([H])([H])C([H])([H])OC12[H])C([H])(C([H])=O)N([H])[H]
mol_2023_03_01_0107231_000,48,0.7708333333333334,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",6.246500115759848,False,0.664467569257184,8.394658231728016,[H]N[S@]1(C2=C([H])C([H])([H])N([H])C(c3c([H])c([H])c([H])c([H])c3[H])=N2)C(C([H])([H])[H])=C([H])C([H])([H])NC1([H])[C@@]1([H])[C@@]([H])(C([H])([H])C([H])([H])[H])S1(=O)=O
mol_2023_03_01_0126052_000,48,0.7291666666666666,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.658286078266466,False,0.2073090893562991,8.536359269559037,[H]OC([H])(C(=O)C([H])([H])[H])C1([H])NN[C@]([H])(C([H])([H])C2=C(N([H])[H])C2([H])C([H])([H])OC([H])([H])[H])OC([H])([H])C([H])([H])C1([H])C(=O)NN([H])C([H])=C=C([H])C([H])([H])[H]
mol_2023_03_01_0144153_000,48,0.7916666666666666,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.382502754942428,True,0.5379116201979067,,[H]C([H])=C([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])N1N(C2([H])C([H])([H])/C([H])=C(/[H])C([H])([H])C([H])(C(=O)C([H])([H])[H])C3([H])C(=O)N3C2([H])[H])C1([H])[H].[H]OC(=O)O[H]
mol_2023_03_01_0200292_000,48,0.875,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",7.183876309556762,True,0.3023055502244372,,[H]C1=C([H])C([H])=C(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])/C([H])=[N+](\[H])C2([H])[N-]NN([H])C2=S)C([H])([H])C(F)=C1[H].[H]OC([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])[H]
mol_2023_03_01_0203053_000,48,0.75,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.358103635345247,False,0.34670922784094826,8.474551787677834,[H]/C(=C(\OC([H])([H])[H])C([H])([H])C1([H])OC1([H])[H])C([H])([H])O[C@]1([H])N(C([H])([H])C(=O)[N@@+]2([H])C([H])([H])N(C([H])([H])[O-])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])OC1([H])[H]
mol_2023_03_01_0259402_000,48,0.8333333333333334,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.442574097990486,True,0.23609272559471958,,[H]C([H])([H])C([H])([H])O.[H]C([H])([H])C([H])([H])OC([H])([H])[C@]1([S@](=O)O)OC1([H])[H].[H]NC([H])(OC(=O)C([H])([H])[H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
mol_2023_03_01_0045100_000,48,0.7083333333333334,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",6.036331719468855,True,0.20554676586388798,,[H]C1=C([H])C(NC(=O)[C@]2(C([H])([H])[H])N([H])N2NC([H])([H])/C(=C(/ON([H])[H])C([H])([H])[H])C([H])([H])[H])=N1.[H]C1=C=C(N([H])[H])C([H])([H])C([H])([H])C([H])=C1[H]
mol_2023_03_01_0104372_000,48,0.9166666666666666,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.706932394109444,True,0.5440432799621849,,[H]C([H])([H])C([H])([H])[H].[H]N1C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C1=C(OC([H])([H])[H])N1C([H])([H])C(=O)OC([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])[H]
mol_2023_03_01_0006371_000,48,0.875,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.403873759681741,False,0.15629169824907418,8.389574060195695,[H]N([H])C([H])([H])N(C(=C=O)NC([H])([H])C([H])([H])C(=O)C([H])([H])[H])C([H])([H])N1NC([H])([H])[C@@]2(NC2([H])N([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C1=O
mol_2023_03_01_0145252_000,48,0.8541666666666666,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.702698561612588,True,0.31257508267700157,,[H]NC([H])([H])C1([H])NC([H])(C([H])([H])[H])[C@]2([H])C([H])([H])[C@]2([H])OC1=O.[H]Oc1c([H])c([H])c2c(c1[H])[S@@]1(O)C([H])([H])O[C@@]3([H])O[C@@]3([H])N([H])N2C1([H])[H]
mol_2023_03_01_0258523_000,48,0.875,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.392784166440329,True,0.8445282941770962,,[H]C([H])([H])OC1([H])C([H])([H])C1([H])[H].[H]OC([H])([H])[C@@]1([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C2([H])C([H])([H])C(OC([H])([H])[H])=N[C@]3([H])C([H])([H])[C@]3([H])[C@@]21[H]
mol_2023_03_01_0019350_000,48,0.7291666666666666,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.677414782865167,False,0.17321863803666954,7.615635096928277,[H]O/C(C#N)=C(/C1=C2C(=C(N([H])[H])C([H])=C([H])C1([H])C#N)N([H])C(=O)C1=C(C([H])([H])C([H])([H])C3([H])SC([H])=C=C([H])C(=O)N3[H])N=NC21[H])N([H])[H]
mol_2023_03_01_0035372_000,48,0.8125,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.692295854991006,True,0.5403458868920312,,[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H].[H]O[C@@]([H])(c1nc([H])c([H])c([H])c1Cl)C([H])([N-]C(=O)C([H])([H])[H])C([H])([H])/[N+]([H])=C(/C([H])=C([H])[H])C([H])([H])[H]
mol_2023_03_01_0014550_000,48,0.8125,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.991584946346063,True,0.25274478025267616,,[H]C(=S)C1([H])C(=C([H])[H])N(C([H])([H])O)C([H])([H])[C@@]([H])(C(=O)OC([H])([H])[H])C1([H])[H].[H]OC([H])([H])[H].[H]O[C@]([H])(N(C([H])([H])O)C([H])([H])C([H])([H])[H])C([H])([H])C#N
mol_2023_03_01_0300442_000,48,0.6875,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",6.290397639809218,True,0.5084812997496877,,[H]C([H])([H])[H].[H]C([H])([H])[H].[H]c1c([H])c2c(c([H])c1O)C([H])([H])N1N(C2([H])[H])[C@]1(O)O[C@@]([H])(N([H])c1c([H])c([H])c(Br)c([H])c1[H])C([H])([H])[H]
mol_2023_03_01_0029201_000,48,0.7916666666666666,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.59654178939112,True,0.690576075755802,,Br.[H]C1=C(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@]([H])(Cl)C(NC(=O)[C@@]2([H])C([H])([H])C([H])([H])[C@]3([H])OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C2([H])[H])=N1
mol_2023_03_01_0012123_000,48,0.8541666666666666,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.655372691738114,True,0.6846625856534321,,[H]/C(C(=O)N(C([H])([H])C(=O)C([H])(C1=NO1)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H])=C(\[H])C([H])([H])[H].[H]C([H])([H])C([H])([H])C([H])([H])C(=O)O.[H]C([H])([H])[H]
mol_2023_03_01_0026103_000,48,0.9166666666666666,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.300990228354947,False,0.1525253057621863,8.613464081007146,[H][N-]C([H])(C([H])([H])F)C([H])(Cl)/N=C([H])/C(=[N+](/[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C(/C([H])=C(/[H])C([H])([H])C([H])([H])O[H])=C(\[H])C([H])([H])[H]
mol_2023_03_01_0202382_000,48,0.8125,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.629115515773781,True,0.15091207573184623,,[H]N1C([H])([H])[C@]1(O)C([H])([H])[H].[H]OC([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C([H])(N2NC2([H])c2c(N([H])C#N)nc([N-2])c(OC([H])([H])N([H])[H])c2[H])C1([H])[H]
mol_2023_03_01_0141261_000,48,0.8541666666666666,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.431365322089654,True,0.652058652017803,,[H]N([H])C(=O)C([H])([H])C([H])([H])C(=O)OC([H])([H])[H].[H]c1nc([H])c(N([H])c2c([H])c(Cl)c([H])c([H])c2C2(O)C([H])([H])C2([H])[H])c([H])c1[H]
mol_2023_03_01_0234141_000,48,0.8333333333333334,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.4033846062718665,True,0.4054832068463732,,[H]N1C(=O)C([H])([H])[C@@]([H])(C(=O)OC([H])(OC2([H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C([H])([H])[C@@]23[H])C([H])([H])[H])C2([H])O[C@@]2([H])C([H])([H])C1([H])[H].[H]O
mol_2023_03_01_0213050_000,48,0.75,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",6.2539494434589775,False,0.48060330108120086,8.375831724213258,[H]C1=C(Cl)C([H])=C2O[C@]([H])(C([H])([H])C3=C([H])/C(=C(\[H])NC([H])([H])C([H])([H])[H])C(N[C@@]([H])(N([H])[H])C([H])([H])[H])=NC3([H])[H])[C@]3([H])ON3C2([H])C([H])=C1[H]
mol_2023_03_01_0104303_000,48,0.8958333333333334,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.77209576201077,True,0.4044148735202569,,[H]C([H])([H])C([H])([H])[H].[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])N/C(=N\C([H])=C(\[H])C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H]
mol_2023_03_01_0151401_000,48,0.8333333333333334,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",6.022794048308987,True,0.21579806646608668,,[H]C([H])([H])C([H])([H])C([H])([H])[H].[H]C([H])([H])[H].[H]O[C@@]1([H])C([H])([H])N2N3NC([H])=C(C(=O)N([H])N([H])[H])C([H])=C3SS(=O)(=O)C2([H])C([H])([H])C1([H])[H]
mol_2023_03_01_0117380_000,48,0.8333333333333334,exp_29,0,1000,0.0,"Effect of SILVR rate on sampling using fragments Mpro fragments x1093, x0072, x2193, rate=0",5.75718738576446,True,0.3626288155673543,,[H]NC(=O)[C@@]([H])(OC([H])([H])[H])C1([H])NC1([H])C([H])([H])C([H])([H])O[H].[H]OC1([H])C([H])([H])S[C@]2([H])OC([H])(NC3=C([H])C([H])=C([H])C3([H])[H])C([H])([H])[C@]2([H])C1([H])[H]
